0	1.000e+00
1	9.999e-01
2	9.996e-01
3	9.991e-01
4	9.984e-01
5	9.975e-01
6	9.965e-01
7	9.952e-01
8	9.937e-01
9	9.921e-01
10	9.902e-01
11	9.882e-01
12	9.860e-01
13	9.835e-01
14	9.809e-01
15	9.781e-01
16	9.752e-01
17	9.720e-01
18	9.687e-01
19	9.652e-01
20	9.615e-01
21	9.576e-01
22	9.536e-01
23	9.494e-01
24	9.450e-01
25	9.404e-01
26	9.357e-01
27	9.309e-01
28	9.259e-01
29	9.207e-01
30	9.154e-01
31	9.099e-01
32	9.043e-01
33	8.985e-01
34	8.927e-01
35	8.866e-01
36	8.805e-01
37	8.742e-01
38	8.678e-01
39	8.612e-01
40	8.546e-01
41	8.478e-01
42	8.409e-01
43	8.339e-01
44	8.268e-01
45	8.196e-01
46	8.123e-01
47	8.049e-01
48	7.975e-01
49	7.899e-01
50	7.822e-01
51	7.745e-01
52	7.667e-01
53	7.589e-01
54	7.509e-01
55	7.429e-01
56	7.349e-01
57	7.268e-01
58	7.186e-01
59	7.104e-01
60	7.021e-01
61	6.938e-01
62	6.855e-01
63	6.771e-01
64	6.687e-01
65	6.603e-01
66	6.519e-01
67	6.434e-01
68	6.349e-01
69	6.264e-01
70	6.179e-01
71	6.094e-01
72	6.009e-01
73	5.924e-01
74	5.840e-01
75	5.755e-01
76	5.670e-01
77	5.585e-01
78	5.501e-01
79	5.417e-01
80	5.333e-01
81	5.249e-01
82	5.166e-01
83	5.083e-01
84	5.000e-01
85	4.918e-01
86	4.836e-01
87	4.754e-01
88	4.673e-01
89	4.593e-01
90	4.513e-01
91	4.433e-01
92	4.354e-01
93	4.276e-01
94	4.198e-01
95	4.121e-01
96	4.044e-01
97	3.968e-01
98	3.893e-01
99	3.818e-01
100	3.744e-01
101	3.671e-01
102	3.599e-01
103	3.527e-01
104	3.456e-01
105	3.386e-01
106	3.316e-01
107	3.248e-01
108	3.180e-01
109	3.113e-01
110	3.046e-01
111	2.981e-01
112	2.916e-01
113	2.853e-01
114	2.790e-01
115	2.728e-01
116	2.666e-01
117	2.606e-01
118	2.547e-01
119	2.488e-01
120	2.430e-01
121	2.373e-01
122	2.317e-01
123	2.262e-01
124	2.208e-01
125	2.155e-01
126	2.102e-01
127	2.051e-01
128	2.000e-01
129	1.950e-01
130	1.901e-01
131	1.853e-01
132	1.806e-01
133	1.759e-01
134	1.714e-01
135	1.669e-01
136	1.625e-01
137	1.582e-01
138	1.540e-01
139	1.499e-01
140	1.458e-01
141	1.418e-01
142	1.380e-01
143	1.341e-01
144	1.304e-01
145	1.268e-01
146	1.232e-01
147	1.197e-01
148	1.163e-01
149	1.129e-01
150	1.097e-01
151	1.065e-01
152	1.034e-01
153	1.003e-01
154	9.732e-02
155	9.441e-02
156	9.157e-02
157	8.880e-02
158	8.609e-02
159	8.345e-02
160	8.088e-02
161	7.837e-02
162	7.592e-02
163	7.353e-02
164	7.121e-02
165	6.894e-02
166	6.674e-02
167	6.459e-02
168	6.250e-02
169	6.046e-02
170	5.848e-02
171	5.656e-02
172	5.468e-02
173	5.286e-02
174	5.109e-02
175	4.937e-02
176	4.769e-02
177	4.607e-02
178	4.449e-02
179	4.296e-02
180	4.147e-02
181	4.002e-02
182	3.862e-02
183	3.726e-02
184	3.594e-02
185	3.466e-02
186	3.342e-02
187	3.222e-02
188	3.105e-02
189	2.993e-02
190	2.883e-02
191	2.777e-02
192	2.675e-02
193	2.575e-02
194	2.479e-02
195	2.386e-02
196	2.296e-02
197	2.209e-02
198	2.125e-02
199	2.044e-02
200	1.966e-02
201	1.890e-02
202	1.816e-02
203	1.745e-02
204	1.677e-02
205	1.611e-02
206	1.547e-02
207	1.486e-02
208	1.426e-02
209	1.369e-02
210	1.314e-02
211	1.261e-02
212	1.209e-02
213	1.160e-02
214	1.112e-02
215	1.066e-02
216	1.022e-02
217	9.796e-03
218	9.386e-03
219	8.992e-03
220	8.612e-03
221	8.247e-03
222	7.896e-03
223	7.558e-03
224	7.233e-03
225	6.921e-03
226	6.621e-03
227	6.333e-03
228	6.056e-03
229	5.790e-03
230	5.535e-03
231	5.290e-03
232	5.055e-03
233	4.829e-03
234	4.613e-03
235	4.405e-03
236	4.206e-03
237	4.015e-03
238	3.832e-03
239	3.656e-03
240	3.488e-03
241	3.327e-03
242	3.173e-03
243	3.025e-03
244	2.884e-03
245	2.749e-03
246	2.619e-03
247	2.496e-03
248	2.377e-03
249	2.264e-03
250	2.156e-03
251	2.052e-03
252	1.953e-03
253	1.859e-03
254	1.768e-03
255	1.682e-03
256	1.600e-03
257	1.521e-03
258	1.446e-03
259	1.374e-03
260	1.306e-03
261	1.241e-03
262	1.179e-03
263	1.120e-03
264	1.063e-03
265	1.009e-03
266	9.579e-04
267	9.091e-04
268	8.625e-04
269	8.182e-04
270	7.760e-04
271	7.358e-04
272	6.976e-04
273	6.613e-04
274	6.267e-04
275	5.938e-04
276	5.625e-04
277	5.327e-04
278	5.045e-04
279	4.776e-04
280	4.521e-04
281	4.278e-04
282	4.048e-04
283	3.830e-04
284	3.622e-04
285	3.425e-04
286	3.238e-04
287	3.061e-04
288	2.893e-04
289	2.734e-04
290	2.583e-04
291	2.439e-04
292	2.303e-04
293	2.175e-04
294	2.053e-04
295	1.938e-04
296	1.828e-04
297	1.725e-04
298	1.627e-04
299	1.534e-04
300	1.447e-04
